title,txt_content,time_sent,url,brand_name,is_fast_fashion,year
Burberry S/S13 Collection - Three Days Left to Shop the Runway,,"September 21, 2012 12:27am",https://milled.com/Burberry/burberry-s-s13-collection-three-days-left-to-shop-the-runway-JckYwl-UCPAl_QNN,Burberry,0,2012
Your Invitation to Watch the Burberry S/S13 Runway Show Live,,"September 17, 2012 6:55am",https://milled.com/Burberry/your-invitation-to-watch-the-burberry-s-s13-runway-show-live-ZQjJ3EQkW86YXahU,Burberry,0,2012
Iconic Trench Coats for Autumn/Winter 2012,,"August 20, 2012 7:23pm",https://milled.com/Burberry/iconic-trench-coats-for-autumn-winter-2012-W_bNT4nJSGq_7aZ-,Burberry,0,2012
Burberry Tailoring - Modern Suits and Sartorial Outerwear,,"August 8, 2012 5:30pm",https://milled.com/Burberry/burberry-tailoring-modern-suits-and-sartorial-outerwear-uaEiSSJIQfk7_a_9,Burberry,0,2012
Thank you for registering,,"July 25, 2012 6:45pm",https://milled.com/Burberry/thank-you-for-registering-rv7HV5qMGmf4Bp-a,Burberry,0,2012
Winter sales -50%,,"December 26, 2012 12:41pm",https://milled.com/Versace/winter-sales-50-RQRIcEi9slW3wSdC,House of Versace,0,2012
Merry Holidays from your Versace Online Store,,"December 24, 2012 10:18am",https://milled.com/Versace/merry-holidays-from-your-versace-online-store-tuHzsYnP9OKN1oEz,House of Versace,0,2012
The exclusive Soho Edition,,"December 20, 2012 11:56am",https://milled.com/Versace/the-exclusive-soho-edition-FN-jHZRLLnV91kPQ,House of Versace,0,2012
"Vip Sales, 40% Off with Promo Code and Free Shipping",,"December 14, 2012 4:31pm",https://milled.com/Versace/vip-sales-40-off-with-promo-code-and-free-shipping-S0AHAKPa0G_CM_RM,House of Versace,0,2012
"Vip Sales, 40% Off with Promo Code",,"December 11, 2012 10:56am",https://milled.com/Versace/vip-sales-40-off-with-promo-code-1V1HyEGE923w1ler,House of Versace,0,2012
"The new watches, online now",,"December 4, 2012 12:18pm",https://milled.com/Versace/the-new-watches-online-now-DLaMeKntDM7UBawk,House of Versace,0,2012
"FREE SHIPPING. Today only, shop now!",,"November 26, 2012 8:45am",https://milled.com/Versace/free-shipping-today-only-shop-now-LvWVbWN2ZFfdedis,House of Versace,0,2012
Shop your Very Versace look,,"November 22, 2012 11:13am",https://milled.com/Versace/shop-your-very-versace-look-sq-ZzAnXJ8Bj4lgZ,House of Versace,0,2012
WINTER IN STYLE Shop your coat,,"November 15, 2012 11:00am",https://milled.com/Versace/winter-in-style-shop-your-coat-Sqll8xODJHuJo23a,House of Versace,0,2012
Shop Vanitas Accessories Collection,,"November 8, 2012 2:04pm",https://milled.com/Versace/shop-vanitas-accessories-collection-lf9Xa0U4mE7AFBFU,House of Versace,0,2012
Shop Versace For Men,,"October 30, 2012 2:00pm",https://milled.com/Versace/shop-versace-for-men-9OaVutrO_Yoginoa,House of Versace,0,2012
Donatella's Hot Picks,,"October 25, 2012 10:20am",https://milled.com/Versace/donatellas-hot-picks-rx2wDydexiGbEkUo,House of Versace,0,2012
Versace Live Spring Summer 2013 Fashion Show,,"September 21, 2012 10:03am",https://milled.com/Versace/versace-live-spring-summer-2013-fashion-show-RzWiNM_dw_bQKKZ1,House of Versace,0,2012
"Shop Now - Versace, the New Online Store",,"September 20, 2012 1:55pm",https://milled.com/Versace/shop-now-versace-the-new-online-store-evK9HG9_0EizdMrx,House of Versace,0,2012
SEASON'S GREETINGS,,"December 21, 2012 2:00pm",https://milled.com/Fendi/seasons-greetings-avs6hZzCe8oc6zAN,Fendi,0,2012
Your scented Christmas,,"December 18, 2012 2:07pm",https://milled.com/Fendi/your-scented-christmas-NTkwz3AcHt_fX67A,Fendi,0,2012
Celebrating the Holiday Season at Palazzo Fendi,,"December 10, 2012 8:41pm",https://milled.com/Fendi/celebrating-the-holiday-season-at-palazzo-fendi-YgwKZmcbd6xAh-q8,Fendi,0,2012
Discover Fendi Duffle Bag - Watch the Video,,"November 29, 2012 5:01pm",https://milled.com/Fendi/discover-fendi-duffle-bag-watch-the-video-LYKB4TLrpge2w29S,Fendi,0,2012
Baguette - The Magic Gift - Free Shipping,,"November 23, 2012 5:49pm",https://milled.com/Fendi/baguette-the-magic-gift-free-shipping-7hGyAsEg6E6j2ZtQ,Fendi,0,2012
Complete your Winter Look,,"November 13, 2012 4:52pm",https://milled.com/Fendi/complete-your-winter-look-tgIfruCQman67k1t,Fendi,0,2012
New Arrivals Baguette Spring/Summer 2013,,"November 8, 2012 12:14pm",https://milled.com/Fendi/new-arrivals-baguette-spring-summer-2013-p5MOQTP-V1Fs6757,Fendi,0,2012
Introducing the new Fragrance for Men,,"October 30, 2012 4:55pm",https://milled.com/Fendi/introducing-the-new-fragrance-for-men-9xRFV8vwQvl7e7tM,Fendi,0,2012
Romance 2Jours - Watch the Exclusive Film,,"October 17, 2012 9:50am",https://milled.com/Fendi/romance-2jours-watch-the-exclusive-film-eQoutrxIeBQt2WfE,Fendi,0,2012
The Art of Embroidery - Exclusive Video,,"October 12, 2012 1:31pm",https://milled.com/Fendi/the-art-of-embroidery-exclusive-video-if3EB24dLPzh0DyP,Fendi,0,2012
Introducing the new Baguette Online Store,,"October 5, 2012 12:52pm",https://milled.com/Fendi/introducing-the-new-baguette-online-store-xXQQYTMv_G58kvyP,Fendi,0,2012
1 DAY TO THE S/S 13 FASHION SHOW,,"September 21, 2012 10:29am",https://milled.com/Fendi/1-day-to-the-s-s-13-fashion-show-RTXNJFNQAIp61wxG,Fendi,0,2012
SAVE THE DATE - SPRING/SUMMER 2013 FASHION SHOW,,"September 19, 2012 11:23am",https://milled.com/Fendi/save-the-date-spring-summer-2013-fashion-show-sRY7vJZm5-AvX9sL,Fendi,0,2012
Your invitation to Vogue Fashion Night Out,,"September 6, 2012 10:28am",https://milled.com/Fendi/your-invitation-to-vogue-fashion-night-out-730qunnB2oByD796,Fendi,0,2012
Introducing Fan di Fendi Extreme - the new fragrance,,"August 28, 2012 10:31am",https://milled.com/Fendi/introducing-fan-di-fendi-extreme-the-new-fragrance-FcvsRXZ4Fj5h-pfF,Fendi,0,2012
Introducing the new Fendi Kids,,"August 2, 2012 11:41am",https://milled.com/Fendi/introducing-the-new-fendi-kids-1QzfwhAN4PW0-oTe,Fendi,0,2012
,,,,Christian Dior,0,2012
,,,,Givenchy,0,2012
Celebrate Balenciaga new collection for the Holiday,"To view this email as a web page, go here. This email was sent to: This email was sent by Balenciaga America: 542, West 22nd Street New York, NY 10011 We respect your right to privacy - view our policy Unsubscribe & Update Profile Center","December 11, 2012 2:18pm",https://milled.com/Balenciaga/celebrate-balenciaga-new-collection-for-the-holiday-pQCsqZ7-jGJoqwg_,Balenciaga,0,2012
Shop Balenciaga Online For Cyber Monday,"To view this email as a web page, go here. This email was sent to: This email was sent by Balenciaga America: 542, West 22nd Street New York, NY 10011 We respect your right to privacy - view our policy Unsubscribe & Update Profile Center","November 26, 2012 2:33pm",https://milled.com/Balenciaga/shop-balenciaga-online-for-cyber-monday-fZFFd2M5Wy4YIPdE,Balenciaga,0,2012
The new Balenciaga Holiday Collection has arrived,"To view this email as a web page, go here. This email was sent to: This email was sent by Balenciaga America: 542, West 22nd Street New York, NY 10011 We respect your right to privacy - view our policy Unsubscribe & Update Profile Center","November 13, 2012 2:30pm",https://milled.com/Balenciaga/the-new-balenciaga-holiday-collection-has-arrived-eS6HjCcHbT09iSy5,Balenciaga,0,2012
Black Gold Studs Limited Edition,"To view this email as a web page, go here. This email was sent to: This email was sent by Balenciaga: 15, rue Cassette Paris, FRANCE 75006 We respect your right to privacy - view our policy Unsubscribe & Update Profile Center","October 25, 2012 1:59pm",https://milled.com/Balenciaga/black-gold-studs-limited-edition-u-wRe4zG0qIYH1fa,Balenciaga,0,2012
Fall for Balenciaga runway looks,"To view this email as a web page, go here. This email was sent to: This email was sent by Balenciaga America: 542, West 22nd Street New York, NY 10011 We respect your right to privacy - view our policy Unsubscribe & Update Profile Center","October 9, 2012 2:36pm",https://milled.com/Balenciaga/fall-for-balenciaga-runway-looks-k1ctYI9Vhdxf1FO0,Balenciaga,0,2012
Balenciaga Live Fashion Show - Today at 10 AM CET on Balenciaga​.com,"To view this email as a web page, go here. This email was sent to: This email was sent by Balenciaga: 15, rue Cassette Paris, FRANCE 75006 We respect your right to privacy - view our policy Unsubscribe & Update Profile Center","September 27, 2012 7:44am",https://milled.com/Balenciaga/balenciaga-live-fashion-show-today-at-10-am-cet-on-balenciaga-com-4i4iUqPUnkzf0fOB,Balenciaga,0,2012
Balenciaga Live Fashion Show Thursday September 27,"To view this email as a web page, go here. This email was sent to: This email was sent by Balenciaga: 15, rue Cassette Paris, FRANCE 75006 We respect your right to privacy - view our policy Unsubscribe & Update Profile Center","September 25, 2012 4:51pm",https://milled.com/Balenciaga/balenciaga-live-fashion-show-thursday-september-27-Sh9qFKjMT_rsjApJ,Balenciaga,0,2012
Online Exclusive: Receive a gift with your Arena handbag,"To view this email as a web page, go here. This email was sent to: This email was sent by Balenciaga America: 542, West 22nd Street New York, NY 10011 We respect your right to privacy - view our policy Unsubscribe & Update Profile Center","September 17, 2012 4:08pm",https://milled.com/Balenciaga/online-exclusive-receive-a-gift-with-your-arena-handbag-NR1fP8wcorJJ7H36,Balenciaga,0,2012
Enjoy Complimentary Second Day Shipping,"To view this email as a web page, go here. This email was sent to: This email was sent by Balenciaga America: 542, West 22nd Street New York, NY 10011 We respect your right to privacy - view our policy Unsubscribe & Update Profile Center","September 4, 2012 2:35pm",https://milled.com/Balenciaga/enjoy-complimentary-second-day-shipping-7uGqQldWbFBIF2s7,Balenciaga,0,2012
Enjoy the new Fall colors,"To view this email as a web page, go here. This email was sent to: This email was sent by Balenciaga America: 542, West 22nd Street New York, NY 10011 We respect your right to privacy - view our policy Unsubscribe & Update Profile Center","August 23, 2012 12:48pm",https://milled.com/Balenciaga/enjoy-the-new-fall-colors-w3oqVPndp58YPokV,Balenciaga,0,2012
BALENCIAGA: Newsletter subscription,,"July 27, 2012 8:24pm",https://milled.com/Balenciaga/balenciaga-newsletter-subscription-y3nzVtqt4rsUMyJ_,Balenciaga,0,2012
BALENCIAGA: Newsletter subscription,,"July 25, 2012 9:54pm",https://milled.com/Balenciaga/balenciaga-newsletter-subscription-oevpi_lgBBaYTubl,Balenciaga,0,2012
,,,,Dolce & Gabbana,0,2012
Dream Weaver: The Sequin Baseball Tee,"Discover the sequin baseball tee + enjoy free ground shipping Having trouble viewing this email? View as a web page Personal Shopper 888.782.6357 or email. UnsubscribeTerms of UsePrivacy Policy Oscar de la Renta | 11 W. 42nd St., 25th Fl. | New York | NY 10036 Copyright © Oscar de la Renta, Inc. All rights reserved","December 27, 2012 5:00pm",https://milled.com/oscar-de-la-renta/dream-weaver-the-sequin-baseball-tee-U41vCf8kKRcLmvb1,Oscar de la Renta,0,2012
Happy Holidays From Oscar,"Wishing you and yours a happy holiday Having trouble viewing this email? View as a web page Personal Shopper 888.782.6357 or email. UnsubscribeTerms of UsePrivacy Policy Oscar de la Renta | 11 W. 42nd St., 25th Fl. | New York | NY 10036 Copyright © Oscar de la Renta, Inc. All rights reserved","December 25, 2012 12:10pm",https://milled.com/oscar-de-la-renta/happy-holidays-from-oscar-ISu2mK71HCs_4ZdS,Oscar de la Renta,0,2012
There’s Still Time to Give Oscar: New Gift Ideas,"New holiday candles + last day for overnight shipping guaranteed by Christmas Having trouble viewing this email? View as a web page For guaranteed overnight delivery by Christmas, December 25, 2012, to destinations within the continental United States, online orders must be placed by 2 p.m. EST today, December 21, 2012. Orders placed after 2 p.m. EST today will be processed the next business day and are not guaranteed by December 25, 2012 delivery. Details are subject to change. Personal Shopper 888.782.6357 or email. UnsubscribeTerms of UsePrivacy Policy Oscar de la Renta | 11 W. 42nd St., 25th Fl. | New York | NY 10036 Copyright © Oscar de la Renta, Inc. All rights reserved","December 21, 2012 2:38pm",https://milled.com/oscar-de-la-renta/there-s-still-time-to-give-oscar-new-gift-ideas-dR7VFCekCUxAX41N,Oscar de la Renta,0,2012
New Sale Jewelry + Free 3-Day Holiday Shipping Today Only,"New jewelry added to our sale + free 3-day holiday shipping today only Having trouble viewing this email? View as a web page Code “MERRYSHIP” is valid today, Wednesday, December 19, 2012 through 2 p.m. EST at OscardelaRenta.com only. Enter code “MERRYSHIP” at checkout to receive complimentary three-day shipping guaranteed by December 25, 2012. Orders placed after 2 p.m. EST today, Wednesday, December 19, 2012, will be processed the next business day and are not guaranteed by December 25, 2012 delivery. This offer is limited to destinations within the continental United States. Details are subject to change. Personal Shopper 888.782.6357 or email. UnsubscribeTerms of UsePrivacy Policy Oscar de la Renta | 11 W. 42nd St., 25th Fl. | New York | NY 10036 Copyright © Oscar de la Renta, Inc. All rights reserved","December 19, 2012 2:26pm",https://milled.com/oscar-de-la-renta/new-sale-jewelry-free-3-day-holiday-shipping-today-only-st0lSE0tqJrRNZtZ,Oscar de la Renta,0,2012
Gifts Under $200: OscarPRGirl's Holiday Picks,"OscarPRGirl's favorite gifts + free ground shipping Having trouble viewing this email? View as a web page Personal Shopper 888.782.6357 or email. UnsubscribeTerms of UsePrivacy Policy Oscar de la Renta | 11 W. 42nd St., 25th Fl. | New York | NY 10036 Copyright © Oscar de la Renta, Inc. All rights reserved","December 17, 2012 5:19pm",https://milled.com/oscar-de-la-renta/gifts-under-200-oscarprgirls-holiday-picks-mWPfFFzK9NAgkpvh,Oscar de la Renta,0,2012
Best of Sale + Free Holiday Shipping Ends Monday,"Shop our best of sale + free ground holiday shipping ends Monday Having trouble viewing this email? View as a web page Free ground shipping will be offered on online orders placed before 3 p.m. EST on December 17, 2012 to destinations within the continental United States. This offer will only be applicable to purchases made on OscardelaRenta.com and is non-transferable. Orders placed after 3 p.m. EST on December 17, 2012, will be processed the next business day and not guaranteed by 12/25/12 delivery. Personal Shopper 888.782.6357 or email. UnsubscribeTerms of UsePrivacy Policy Oscar de la Renta | 11 W. 42nd St., 25th Fl. | New York | NY 10036 Copyright © Oscar de la Renta, Inc. All rights reserved","December 16, 2012 4:24pm",https://milled.com/oscar-de-la-renta/best-of-sale-free-holiday-shipping-ends-monday-kNDvuTi4rnnnPrP2,Oscar de la Renta,0,2012
Celebrate in Style: NYE Gowns + Free Holiday Shipping Ends Soon,"Discover the perfect NYE gown + free ground shipping to arrive by Christmas ends Monday Having trouble viewing this email? View as a web page Free ground shipping will be offered for online orders placed before 3 p.m. EST on December 17, 2012 to destinations within the continental United States. This offer will only be applicable to purchases made on OscardelaRenta.com and is non-transferable. Orders placed after 3 p.m. EST on December 17, 2012, will be processed the next business day and not guaranteed by 12/25/12 delivery. Personal Shopper 888.782.6357 or email. UnsubscribeTerms of UsePrivacy Policy Oscar de la Renta | 11 W. 42nd St., 25th Fl. | New York | NY 10036 Copyright © Oscar de la Renta, Inc. All rights reserved","December 14, 2012 7:12pm",https://milled.com/oscar-de-la-renta/celebrate-in-style-nye-gowns-free-holiday-shipping-ends-soon-lJTNIur-oF7PHE__,Oscar de la Renta,0,2012
Ice Breakers: Jewelry Worth Talking About,"Stunning statement jewelry + free shipping Having trouble viewing this email? View as a web page Personal Shopper 888.782.6357 or email. UnsubscribeTerms of UsePrivacy Policy Oscar de la Renta | 11 W. 42nd St., 25th Fl. | New York | NY 10036 Copyright © Oscar de la Renta, Inc. All rights reserved","December 12, 2012 4:51pm",https://milled.com/oscar-de-la-renta/ice-breakers-jewelry-worth-talking-about-iOGPPv6X-Q4XL3F0,Oscar de la Renta,0,2012
Front Row at Oscar: Watch It Live,"Tune in to watch our Pre-Fall 2013 show live Having trouble viewing this email? View as a web page Personal Shopper 888.782.6357 or email. UnsubscribeTerms of UsePrivacy Policy Oscar de la Renta | 11 W. 42nd St., 25th Fl. | New York | NY 10036 Copyright © Oscar de la Renta, Inc. All rights reserved","December 10, 2012 6:37pm",https://milled.com/oscar-de-la-renta/front-row-at-oscar-watch-it-live-bmVXyN81H0Tsi8rz,Oscar de la Renta,0,2012
Our Sale Just Got Even Better…,"Shop new sale styles + enjoy free ground shipping Having trouble viewing this email? View as a web page Personal Shopper 888.782.6357 or email. UnsubscribeTerms of UsePrivacy Policy Oscar de la Renta | 11 W. 42nd St., 25th Fl. | New York | NY 10036 Copyright © Oscar de la Renta, Inc. All rights reserved","December 7, 2012 4:47pm",https://milled.com/oscar-de-la-renta/our-sale-just-got-even-better-sJzByIdYCb-jJnjI,Oscar de la Renta,0,2012
Gifts for the Little Ones,"Children's essentials for the holidays + free ground shipping and gift wrap Having trouble viewing this email? View as a web page Personal Shopper 888.782.6357 or email. UnsubscribeTerms of UsePrivacy Policy Oscar de la Renta | 11 W. 42nd St., 25th Fl. | New York | NY 10036 Copyright © Oscar de la Renta, Inc. All rights reserved","December 5, 2012 5:37pm",https://milled.com/oscar-de-la-renta/gifts-for-the-little-ones-7fUO_cUUQvw6uLpz,Oscar de la Renta,0,2012
Hit the Perfect Note: Gifts Under $100,"Fragrance gift sets + free shipping Having trouble viewing this email? View as a web page Personal Shopper 888.782.6357 or email. UnsubscribeTerms of UsePrivacy Policy Oscar de la Renta | 11 W. 42nd St., 25th Fl. | New York | NY 10036 Copyright © Oscar de la Renta, Inc. All rights reserved","December 3, 2012 6:10pm",https://milled.com/oscar-de-la-renta/hit-the-perfect-note-gifts-under-100-nsoWCf2x3u-RWiZ1,Oscar de la Renta,0,2012
George & Ruby's Holiday Picks,"Children's essentials for the holidays + free ground shipping Having trouble viewing this email? View as a web page Illustration from Twas the Night Before Christmas by Clement Moore. Illustration © copyright 1912 by Jackie Wilcox Smith. Used with permission Houghton Mifflin Company. All rights reserved. Personal Shopper 888.782.6357 or email. UnsubscribeTerms of UsePrivacy Policy Oscar de la Renta | 11 W. 42nd St., 25th Fl. | New York | NY 10036 Copyright © Oscar de la Renta, Inc. All rights reserved","November 30, 2012 4:54pm",https://milled.com/oscar-de-la-renta/george-rubys-holiday-picks-fqjxP_O1OfBtGPUu,Oscar de la Renta,0,2012
In Case You Missed It: 40% off + Free Shipping,"In case you missed it: Enjoy 40% off select merchandise Having trouble viewing this email? View as a web page Offer available while supplies last. Quantities and sizes of merchandise are limited. All items are sold on a first come, first served basis. Delivery charges and applicable sales taxes may apply. Offer is not valid on previous purchases and cannot be combined with any other promotion. Details are subject to change. Personal Shopper 888.782.6357 or email. UnsubscribeTerms of UsePrivacy Policy Oscar de la Renta | 11 W. 42nd St., 25th Fl. | New York | NY 10036 Copyright © Oscar de la Renta, Inc. All rights reserved","November 29, 2012 4:53pm",https://milled.com/oscar-de-la-renta/in-case-you-missed-it-40-off-free-shipping-oAWHUcoU9Tx8cBI5,Oscar de la Renta,0,2012
